Symbolic time: 0.55	0.436	0.109 ms
Numeric time: 0.439	0	0.443 ms
Symbolic time: 0.453	0.374	0.079 ms
Numeric time: 0.338	0.254	0.084 ms
Symbolic time: 0.464	0.463	0 ms
Numeric time: 0.312	0.313	0 ms
Symbolic time: 0.488	0.488	0 ms
Numeric time: 0.313	0.312	0 ms
Symbolic time: 0.308	0.285	0.024 ms
Numeric time: 0.216	0.216	0 ms
Symbolic time: 0.278	0.277	0 ms
Numeric time: 0.194	0.194	0 ms
Symbolic time: 0.288	0.268	0.02 ms
Numeric time: 0.22	0.219	0 ms
Symbolic time: 0.273	0.274	0 ms
Numeric time: 0.194	0.194	0 ms
Symbolic time: 0.295	0.296	0 ms
Numeric time: 0.211	0.211	0 ms
Symbolic time: 0.276	0.276	0 ms
Numeric time: 0.194	0.195	0 ms
Symbolic time: 0.303	0.304	0 ms
Numeric time: 0.197	0.196	0 ms
Symbolic time: 0.277	0.276	0 ms
Numeric time: 0.194	0.195	0 ms
Symbolic time: 0.303	0.303	0 ms
Numeric time: 0.198	0.197	0 ms
Symbolic time: 0.275	0.275	0 ms
Numeric time: 0.2	0.2	0 ms
Symbolic time: 0.292	0.293	0 ms
Numeric time: 0.197	0.197	0 ms
Symbolic time: 0.283	0.283	0 ms
Numeric time: 0.211	0.211	0 ms
Symbolic time: 0.289	0.288	0 ms
Numeric time: 0.197	0.197	0 ms
Symbolic time: 0.283	0.283	0 ms
Numeric time: 0.215	0.215	0 ms
Symbolic time: 0.289	0.289	0 ms
Numeric time: 0.194	0.194	0 ms
Symbolic time: 0.277	0.277	0 ms
Numeric time: 0.207	0.208	0 ms
Symbolic time: 0.285	0.285	0 ms
Numeric time: 0.203	0.202	0 ms
Symbolic time: 0.276	0.276	0 ms
Numeric time: 0.142	0.142	0 ms
Symbolic time: 0.194	0.195	0 ms
Numeric time: 0.133	0.132	0 ms
Symbolic time: 0.186	0.185	0 ms
Numeric time: 0.133	0.133	0 ms
Symbolic time: 0.196	0.196	0 ms
Numeric time: 0.135	0.134	0 ms
Symbolic time: 0.189	0.188	0 ms
Numeric time: 0.138	0.139	0 ms
Symbolic time: 0.187	0.188	0 ms
Numeric time: 0.132	0.132	0 ms
Symbolic time: 0.196	0.196	0 ms
