case,phase,slot,field,width,iterations,base,stride,matches,residuals,match_fraction
logsoftmax_x64,7,store,gpr_addr,8,14,158,128,14,0,1.0
logsoftmax_x64,7,scalar,dst,8,14,213,124,14,0,1.0
logsoftmax_x64,7,scalar,src1,8,14,210,124,14,0,1.0
logsoftmax_x64,7,scalar,src0,8,14,209,124,14,0,1.0
logsoftmax_x64,9,vector,dst,8,14,242,128,14,0,1.0
logsoftmax_x64,9,vector,src1,8,14,231,124,14,0,1.0
logsoftmax_x64,9,vector,src0,8,14,229,128,14,0,1.0
logsoftmax_x64,11,load,mem_addr,28,13,96,32,13,0,1.0
logsoftmax_x64,11,load,gpr_addr,8,13,128,128,13,0,1.0
logsoftmax_x64,11,store,mem_addr,28,13,39,32,13,0,1.0
logsoftmax_x64,11,store,gpr_addr,8,13,159,128,13,0,1.0
logsoftmax_x64,12,load,mem_addr,28,13,97,32,13,0,1.0
logsoftmax_x64,12,load,gpr_addr,8,13,129,128,13,0,1.0
logsoftmax_x64,12,vector,dst,8,13,208,124,13,0,1.0
logsoftmax_x64,12,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,12,vector,src0,8,13,215,128,13,0,1.0
logsoftmax_x64,12,scalar,dst,8,13,211,124,13,0,1.0
logsoftmax_x64,12,scalar,src1,8,13,206,124,13,0,1.0
logsoftmax_x64,12,scalar,src0,8,13,205,124,13,0,1.0
logsoftmax_x64,13,load,mem_addr,28,13,98,32,13,0,1.0
logsoftmax_x64,13,load,gpr_addr,8,13,130,128,13,0,1.0
logsoftmax_x64,13,vector,dst,8,13,244,128,13,0,1.0
logsoftmax_x64,13,vector,src1,8,13,231,124,13,0,1.0
logsoftmax_x64,13,vector,src0,8,13,230,128,13,0,1.0
logsoftmax_x64,14,load,mem_addr,28,13,99,32,13,0,1.0
logsoftmax_x64,14,load,gpr_addr,8,13,131,128,13,0,1.0
logsoftmax_x64,14,vector,dst,8,13,116,124,13,0,1.0
logsoftmax_x64,14,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,14,vector,src0,8,13,128,128,13,0,1.0
logsoftmax_x64,15,load,mem_addr,28,13,100,32,13,0,1.0
logsoftmax_x64,15,load,gpr_addr,8,13,132,128,13,0,1.0
logsoftmax_x64,15,vector,dst,8,13,117,124,13,0,1.0
logsoftmax_x64,15,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,15,vector,src0,8,13,129,128,13,0,1.0
logsoftmax_x64,15,sfu,dst,8,13,241,128,13,0,1.0
logsoftmax_x64,15,sfu,src,8,13,240,128,13,0,1.0
logsoftmax_x64,16,load,mem_addr,28,13,101,32,13,0,1.0
logsoftmax_x64,16,load,gpr_addr,8,13,133,128,13,0,1.0
logsoftmax_x64,16,vector,dst,8,13,118,124,13,0,1.0
logsoftmax_x64,16,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,16,vector,src0,8,13,130,128,13,0,1.0
logsoftmax_x64,17,load,mem_addr,28,13,102,32,13,0,1.0
logsoftmax_x64,17,load,gpr_addr,8,13,134,128,13,0,1.0
logsoftmax_x64,17,vector,dst,8,13,246,128,13,0,1.0
logsoftmax_x64,17,vector,src1,8,13,231,124,13,0,1.0
logsoftmax_x64,17,vector,src0,8,13,231,128,13,0,1.0
logsoftmax_x64,18,load,mem_addr,28,13,103,32,13,0,1.0
logsoftmax_x64,18,load,gpr_addr,8,13,135,128,13,0,1.0
logsoftmax_x64,18,vector,dst,8,13,232,124,13,0,1.0
logsoftmax_x64,18,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,18,vector,src0,8,13,233,128,13,0,1.0
logsoftmax_x64,19,vector,dst,8,13,119,124,13,0,1.0
logsoftmax_x64,19,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,19,vector,src0,8,13,131,128,13,0,1.0
logsoftmax_x64,20,vector,dst,8,13,120,124,13,0,1.0
logsoftmax_x64,20,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,20,vector,src0,8,13,132,128,13,0,1.0
logsoftmax_x64,21,vector,dst,8,13,121,124,13,0,1.0
logsoftmax_x64,21,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,21,vector,src0,8,13,133,128,13,0,1.0
logsoftmax_x64,21,sfu,dst,8,13,243,128,13,0,1.0
logsoftmax_x64,21,sfu,src,8,13,242,128,13,0,1.0
logsoftmax_x64,22,vector,dst,8,13,122,124,13,0,1.0
logsoftmax_x64,22,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,22,vector,src0,8,13,134,128,13,0,1.0
logsoftmax_x64,22,scalar,dst,8,13,124,124,13,0,1.0
logsoftmax_x64,22,scalar,src1,8,13,117,124,13,0,1.0
logsoftmax_x64,22,scalar,src0,8,13,116,124,13,0,1.0
logsoftmax_x64,23,vector,dst,8,13,184,128,13,0,1.0
logsoftmax_x64,23,vector,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,23,vector,src0,8,13,168,128,13,0,1.0
logsoftmax_x64,24,vector,dst,8,13,233,124,13,0,1.0
logsoftmax_x64,24,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,24,vector,src0,8,13,235,128,13,0,1.0
logsoftmax_x64,24,scalar,dst,8,13,212,124,13,0,1.0
logsoftmax_x64,24,scalar,src1,8,13,208,124,13,0,1.0
logsoftmax_x64,24,scalar,src0,8,13,207,124,13,0,1.0
logsoftmax_x64,25,vector,dst,8,13,123,124,13,0,1.0
logsoftmax_x64,25,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,25,vector,src0,8,13,135,128,13,0,1.0
logsoftmax_x64,26,scalar,dst,8,13,125,124,13,0,1.0
logsoftmax_x64,26,scalar,src1,8,13,119,124,13,0,1.0
logsoftmax_x64,26,scalar,src0,8,13,118,124,13,0,1.0
logsoftmax_x64,27,vector,dst,8,13,185,128,13,0,1.0
logsoftmax_x64,27,vector,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,27,vector,src0,8,13,170,128,13,0,1.0
logsoftmax_x64,27,sfu,dst,8,13,245,128,13,0,1.0
logsoftmax_x64,27,sfu,src,8,13,244,128,13,0,1.0
logsoftmax_x64,28,scalar,dst,8,13,126,124,13,0,1.0
logsoftmax_x64,28,scalar,src1,8,13,121,124,13,0,1.0
logsoftmax_x64,28,scalar,src0,8,13,120,124,13,0,1.0
logsoftmax_x64,30,vector,dst,8,13,234,124,13,0,1.0
logsoftmax_x64,30,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,30,vector,src0,8,13,237,128,13,0,1.0
logsoftmax_x64,31,vector,dst,8,13,186,128,13,0,1.0
logsoftmax_x64,31,vector,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,31,vector,src0,8,13,172,128,13,0,1.0
logsoftmax_x64,31,scalar,dst,8,13,214,124,13,0,1.0
logsoftmax_x64,31,scalar,src1,8,13,212,124,13,0,1.0
logsoftmax_x64,31,scalar,src0,8,13,211,124,13,0,1.0
logsoftmax_x64,32,scalar,dst,8,13,127,124,13,0,1.0
logsoftmax_x64,32,scalar,src1,8,13,123,124,13,0,1.0
logsoftmax_x64,32,scalar,src0,8,13,122,124,13,0,1.0
logsoftmax_x64,33,store,mem_addr,28,13,40,32,13,0,1.0
logsoftmax_x64,33,store,gpr_addr,8,13,184,128,13,0,1.0
logsoftmax_x64,33,scalar,dst,8,13,128,124,13,0,1.0
logsoftmax_x64,33,scalar,src1,8,13,125,124,13,0,1.0
logsoftmax_x64,33,scalar,src0,8,13,124,124,13,0,1.0
logsoftmax_x64,33,sfu,dst,8,13,247,128,13,0,1.0
logsoftmax_x64,33,sfu,src,8,13,246,128,13,0,1.0
logsoftmax_x64,35,vector,dst,8,13,187,128,13,0,1.0
logsoftmax_x64,35,vector,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,35,vector,src0,8,13,174,128,13,0,1.0
logsoftmax_x64,36,vector,dst,8,13,235,124,13,0,1.0
logsoftmax_x64,36,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,36,vector,src0,8,13,239,128,13,0,1.0
logsoftmax_x64,36,scalar,dst,8,13,240,124,13,0,1.0
logsoftmax_x64,36,scalar,src1,8,13,233,124,13,0,1.0
logsoftmax_x64,36,scalar,src0,8,13,232,124,13,0,1.0
logsoftmax_x64,37,store,mem_addr,28,13,41,32,13,0,1.0
logsoftmax_x64,37,store,gpr_addr,8,13,185,128,13,0,1.0
logsoftmax_x64,38,scalar,dst,8,13,215,124,13,0,1.0
logsoftmax_x64,38,scalar,src1,8,13,214,124,13,0,1.0
logsoftmax_x64,38,scalar,src0,8,13,213,124,13,0,1.0
logsoftmax_x64,39,vector,dst,8,13,188,128,13,0,1.0
logsoftmax_x64,39,vector,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,39,vector,src0,8,13,176,128,13,0,1.0
logsoftmax_x64,39,scalar,dst,8,13,129,124,13,0,1.0
logsoftmax_x64,39,scalar,src1,8,13,127,124,13,0,1.0
logsoftmax_x64,39,scalar,src0,8,13,126,124,13,0,1.0
logsoftmax_x64,41,store,mem_addr,28,13,42,32,13,0,1.0
logsoftmax_x64,41,store,gpr_addr,8,13,186,128,13,0,1.0
logsoftmax_x64,43,vector,dst,8,13,189,128,13,0,1.0
logsoftmax_x64,43,vector,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,43,vector,src0,8,13,178,128,13,0,1.0
logsoftmax_x64,45,store,mem_addr,28,13,43,32,13,0,1.0
logsoftmax_x64,45,store,gpr_addr,8,13,187,128,13,0,1.0
logsoftmax_x64,45,vector,dst,8,13,236,124,13,0,1.0
logsoftmax_x64,45,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,45,vector,src0,8,13,241,128,13,0,1.0
logsoftmax_x64,45,sfu,dst,8,13,216,124,13,0,1.0
logsoftmax_x64,45,sfu,src,8,13,215,124,13,0,1.0
logsoftmax_x64,46,scalar,dst,8,13,130,124,13,0,1.0
logsoftmax_x64,46,scalar,src1,8,13,129,124,13,0,1.0
logsoftmax_x64,46,scalar,src0,8,13,128,124,13,0,1.0
logsoftmax_x64,48,scalar,dst,8,13,241,124,13,0,1.0
logsoftmax_x64,48,scalar,src1,8,13,235,124,13,0,1.0
logsoftmax_x64,48,scalar,src0,8,13,234,124,13,0,1.0
logsoftmax_x64,49,store,mem_addr,28,13,44,32,13,0,1.0
logsoftmax_x64,49,store,gpr_addr,8,13,188,128,13,0,1.0
logsoftmax_x64,51,vector,dst,8,13,237,124,13,0,1.0
logsoftmax_x64,51,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,51,vector,src0,8,13,243,128,13,0,1.0
logsoftmax_x64,53,store,mem_addr,28,13,45,32,13,0,1.0
logsoftmax_x64,53,store,gpr_addr,8,13,189,128,13,0,1.0
logsoftmax_x64,55,scalar,dst,8,13,244,124,13,0,1.0
logsoftmax_x64,55,scalar,src1,8,13,241,124,13,0,1.0
logsoftmax_x64,55,scalar,src0,8,13,240,124,13,0,1.0
logsoftmax_x64,56,vector,dst,8,13,190,128,13,0,1.0
logsoftmax_x64,56,vector,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,56,vector,src0,8,13,180,128,13,0,1.0
logsoftmax_x64,57,vector,dst,8,13,191,128,13,0,1.0
logsoftmax_x64,57,vector,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,57,vector,src0,8,13,182,128,13,0,1.0
logsoftmax_x64,58,vector,dst,8,13,238,124,13,0,1.0
logsoftmax_x64,58,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,58,vector,src0,8,13,245,128,13,0,1.0
logsoftmax_x64,59,vector,dst,8,13,8,128,13,0,1.0
logsoftmax_x64,59,vector,src1,8,13,6,124,13,0,1.0
logsoftmax_x64,59,vector,src0,8,13,0,128,13,0,1.0
logsoftmax_x64,60,vector,dst,8,13,10,128,13,0,1.0
logsoftmax_x64,60,vector,src1,8,13,6,124,13,0,1.0
logsoftmax_x64,60,vector,src0,8,13,1,128,13,0,1.0
logsoftmax_x64,61,vector,dst,8,13,12,128,13,0,1.0
logsoftmax_x64,61,vector,src1,8,13,6,124,13,0,1.0
logsoftmax_x64,61,vector,src0,8,13,2,128,13,0,1.0
logsoftmax_x64,62,vector,dst,8,13,14,128,13,0,1.0
logsoftmax_x64,62,vector,src1,8,13,6,124,13,0,1.0
logsoftmax_x64,62,vector,src0,8,13,3,128,13,0,1.0
logsoftmax_x64,63,store,mem_addr,28,13,46,32,13,0,1.0
logsoftmax_x64,63,store,gpr_addr,8,13,190,128,13,0,1.0
logsoftmax_x64,63,vector,dst,8,13,239,124,13,0,1.0
logsoftmax_x64,63,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,63,vector,src0,8,13,247,128,13,0,1.0
logsoftmax_x64,64,load,mem_addr,28,13,104,32,13,0,1.0
logsoftmax_x64,64,load,gpr_addr,8,13,160,128,13,0,1.0
logsoftmax_x64,64,store,mem_addr,28,13,47,32,13,0,1.0
logsoftmax_x64,64,store,gpr_addr,8,13,191,128,13,0,1.0
logsoftmax_x64,64,vector,dst,8,13,16,128,13,0,1.0
logsoftmax_x64,64,vector,src1,8,13,6,124,13,0,1.0
logsoftmax_x64,64,vector,src0,8,13,4,128,13,0,1.0
logsoftmax_x64,64,scalar,dst,8,13,242,124,13,0,1.0
logsoftmax_x64,64,scalar,src1,8,13,237,124,13,0,1.0
logsoftmax_x64,64,scalar,src0,8,13,236,124,13,0,1.0
logsoftmax_x64,65,load,mem_addr,28,13,105,32,13,0,1.0
logsoftmax_x64,65,load,gpr_addr,8,13,161,128,13,0,1.0
logsoftmax_x64,65,vector,dst,8,13,18,128,13,0,1.0
logsoftmax_x64,65,vector,src1,8,13,6,124,13,0,1.0
logsoftmax_x64,65,vector,src0,8,13,5,128,13,0,1.0
logsoftmax_x64,66,load,mem_addr,28,13,107,32,13,0,1.0
logsoftmax_x64,66,load,gpr_addr,8,13,163,128,13,0,1.0
logsoftmax_x64,66,vector,dst,8,13,20,128,13,0,1.0
logsoftmax_x64,66,vector,src1,8,13,6,124,13,0,1.0
logsoftmax_x64,66,vector,src0,8,13,6,128,13,0,1.0
logsoftmax_x64,66,sfu,dst,8,13,9,128,13,0,1.0
logsoftmax_x64,66,sfu,src,8,13,8,128,13,0,1.0
logsoftmax_x64,67,load,mem_addr,28,13,106,32,13,0,1.0
logsoftmax_x64,67,load,gpr_addr,8,13,162,128,13,0,1.0
logsoftmax_x64,67,vector,dst,8,13,216,128,13,0,1.0
logsoftmax_x64,67,vector,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,67,vector,src0,8,13,200,128,13,0,1.0
logsoftmax_x64,68,load,mem_addr,28,13,109,32,13,0,1.0
logsoftmax_x64,68,load,gpr_addr,8,13,165,128,13,0,1.0
logsoftmax_x64,68,vector,dst,8,13,217,128,13,0,1.0
logsoftmax_x64,68,vector,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,68,vector,src0,8,13,202,128,13,0,1.0
logsoftmax_x64,69,load,mem_addr,28,13,108,32,13,0,1.0
logsoftmax_x64,69,load,gpr_addr,8,13,164,128,13,0,1.0
logsoftmax_x64,69,vector,dst,8,13,218,128,13,0,1.0
logsoftmax_x64,69,vector,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,69,vector,src0,8,13,204,128,13,0,1.0
logsoftmax_x64,70,load,mem_addr,28,13,110,32,13,0,1.0
logsoftmax_x64,70,load,gpr_addr,8,13,166,128,13,0,1.0
logsoftmax_x64,70,vector,dst,8,13,219,128,13,0,1.0
logsoftmax_x64,70,vector,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,70,vector,src0,8,13,206,128,13,0,1.0
logsoftmax_x64,71,load,mem_addr,28,13,111,32,13,0,1.0
logsoftmax_x64,71,load,gpr_addr,8,13,167,128,13,0,1.0
logsoftmax_x64,71,vector,dst,8,13,220,128,13,0,1.0
logsoftmax_x64,71,vector,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,71,vector,src0,8,13,208,128,13,0,1.0
logsoftmax_x64,72,vector,dst,8,13,221,128,13,0,1.0
logsoftmax_x64,72,vector,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,72,vector,src0,8,13,210,128,13,0,1.0
logsoftmax_x64,72,sfu,dst,8,13,13,128,13,0,1.0
logsoftmax_x64,72,sfu,src,8,13,12,128,13,0,1.0
logsoftmax_x64,73,vector,dst,8,13,222,128,13,0,1.0
logsoftmax_x64,73,vector,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,73,vector,src0,8,13,212,128,13,0,1.0
logsoftmax_x64,74,store,mem_addr,28,13,48,32,13,0,1.0
logsoftmax_x64,74,store,gpr_addr,8,13,216,128,13,0,1.0
logsoftmax_x64,74,vector,dst,8,13,223,128,13,0,1.0
logsoftmax_x64,74,vector,src1,8,13,216,124,13,0,1.0
logsoftmax_x64,74,vector,src0,8,13,214,128,13,0,1.0
logsoftmax_x64,75,store,mem_addr,28,13,49,32,13,0,1.0
logsoftmax_x64,75,store,gpr_addr,8,13,217,128,13,0,1.0
logsoftmax_x64,75,vector,dst,8,13,149,124,13,0,1.0
logsoftmax_x64,75,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,75,vector,src0,8,13,162,128,13,0,1.0
logsoftmax_x64,75,scalar,dst,8,13,243,124,13,0,1.0
logsoftmax_x64,75,scalar,src1,8,13,239,124,13,0,1.0
logsoftmax_x64,75,scalar,src0,8,13,238,124,13,0,1.0
logsoftmax_x64,76,store,mem_addr,28,13,50,32,13,0,1.0
logsoftmax_x64,76,store,gpr_addr,8,13,218,128,13,0,1.0
logsoftmax_x64,76,vector,dst,8,13,147,124,13,0,1.0
logsoftmax_x64,76,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,76,vector,src0,8,13,160,128,13,0,1.0
logsoftmax_x64,77,store,mem_addr,28,13,51,32,13,0,1.0
logsoftmax_x64,77,store,gpr_addr,8,13,219,128,13,0,1.0
logsoftmax_x64,77,vector,dst,8,13,148,124,13,0,1.0
logsoftmax_x64,77,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,77,vector,src0,8,13,161,128,13,0,1.0
logsoftmax_x64,78,store,mem_addr,28,13,52,32,13,0,1.0
logsoftmax_x64,78,store,gpr_addr,8,13,220,128,13,0,1.0
logsoftmax_x64,78,vector,dst,8,13,22,128,13,0,1.0
logsoftmax_x64,78,vector,src1,8,13,6,124,13,0,1.0
logsoftmax_x64,78,vector,src0,8,13,7,128,13,0,1.0
logsoftmax_x64,78,sfu,dst,8,13,11,128,13,0,1.0
logsoftmax_x64,78,sfu,src,8,13,10,128,13,0,1.0
logsoftmax_x64,79,store,mem_addr,28,13,53,32,13,0,1.0
logsoftmax_x64,79,store,gpr_addr,8,13,221,128,13,0,1.0
logsoftmax_x64,79,vector,dst,8,13,150,124,13,0,1.0
logsoftmax_x64,79,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,79,vector,src0,8,13,163,128,13,0,1.0
logsoftmax_x64,80,store,mem_addr,28,13,54,32,13,0,1.0
logsoftmax_x64,80,store,gpr_addr,8,13,222,128,13,0,1.0
logsoftmax_x64,80,vector,dst,8,13,151,124,13,0,1.0
logsoftmax_x64,80,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,80,vector,src0,8,13,164,128,13,0,1.0
logsoftmax_x64,81,vector,dst,8,13,152,124,13,0,1.0
logsoftmax_x64,81,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,81,vector,src0,8,13,165,128,13,0,1.0
logsoftmax_x64,82,vector,dst,8,13,40,128,13,0,1.0
logsoftmax_x64,82,vector,src1,8,13,37,124,13,0,1.0
logsoftmax_x64,82,vector,src0,8,13,32,128,13,0,1.0
logsoftmax_x64,82,scalar,dst,8,13,245,124,13,0,1.0
logsoftmax_x64,82,scalar,src1,8,13,243,124,13,0,1.0
logsoftmax_x64,82,scalar,src0,8,13,242,124,13,0,1.0
logsoftmax_x64,83,vector,dst,8,13,153,124,13,0,1.0
logsoftmax_x64,83,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,83,vector,src0,8,13,166,128,13,0,1.0
logsoftmax_x64,84,load,mem_addr,28,13,112,32,13,0,1.0
logsoftmax_x64,84,load,gpr_addr,8,13,192,128,13,0,1.0
logsoftmax_x64,84,store,mem_addr,28,13,55,32,13,0,1.0
logsoftmax_x64,84,store,gpr_addr,8,13,223,128,13,0,1.0
logsoftmax_x64,84,scalar,dst,8,13,155,124,13,0,1.0
logsoftmax_x64,84,scalar,src1,8,13,148,124,13,0,1.0
logsoftmax_x64,84,scalar,src0,8,13,147,124,13,0,1.0
logsoftmax_x64,84,sfu,dst,8,13,15,128,13,0,1.0
logsoftmax_x64,84,sfu,src,8,13,14,128,13,0,1.0
logsoftmax_x64,85,load,mem_addr,28,13,113,32,13,0,1.0
logsoftmax_x64,85,load,gpr_addr,8,13,193,128,13,0,1.0
logsoftmax_x64,85,vector,dst,8,13,154,124,13,0,1.0
logsoftmax_x64,85,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,85,vector,src0,8,13,167,128,13,0,1.0
logsoftmax_x64,86,load,mem_addr,28,13,114,32,13,0,1.0
logsoftmax_x64,86,load,gpr_addr,8,13,194,128,13,0,1.0
logsoftmax_x64,86,vector,dst,8,13,42,128,13,0,1.0
logsoftmax_x64,86,vector,src1,8,13,37,124,13,0,1.0
logsoftmax_x64,86,vector,src0,8,13,33,128,13,0,1.0
logsoftmax_x64,87,load,mem_addr,28,13,115,32,13,0,1.0
logsoftmax_x64,87,load,gpr_addr,8,13,195,128,13,0,1.0
logsoftmax_x64,87,vector,dst,8,13,178,124,13,0,1.0
logsoftmax_x64,87,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,87,vector,src0,8,13,192,128,13,0,1.0
logsoftmax_x64,87,scalar,dst,8,13,156,124,13,0,1.0
logsoftmax_x64,87,scalar,src1,8,13,150,124,13,0,1.0
logsoftmax_x64,87,scalar,src0,8,13,149,124,13,0,1.0
logsoftmax_x64,88,load,mem_addr,28,13,116,32,13,0,1.0
logsoftmax_x64,88,load,gpr_addr,8,13,196,128,13,0,1.0
logsoftmax_x64,88,vector,dst,8,13,179,124,13,0,1.0
logsoftmax_x64,88,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,88,vector,src0,8,13,193,128,13,0,1.0
logsoftmax_x64,88,scalar,dst,8,13,157,124,13,0,1.0
logsoftmax_x64,88,scalar,src1,8,13,152,124,13,0,1.0
logsoftmax_x64,88,scalar,src0,8,13,151,124,13,0,1.0
logsoftmax_x64,89,load,mem_addr,28,13,117,32,13,0,1.0
logsoftmax_x64,89,load,gpr_addr,8,13,197,128,13,0,1.0
logsoftmax_x64,89,vector,dst,8,13,180,124,13,0,1.0
logsoftmax_x64,89,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,89,vector,src0,8,13,194,128,13,0,1.0
logsoftmax_x64,89,scalar,dst,8,13,246,124,13,0,1.0
logsoftmax_x64,89,scalar,src1,8,13,245,124,13,0,1.0
logsoftmax_x64,89,scalar,src0,8,13,244,124,13,0,1.0
logsoftmax_x64,90,load,mem_addr,28,13,118,32,13,0,1.0
logsoftmax_x64,90,load,gpr_addr,8,13,198,128,13,0,1.0
logsoftmax_x64,90,vector,dst,8,13,44,128,13,0,1.0
logsoftmax_x64,90,vector,src1,8,13,37,124,13,0,1.0
logsoftmax_x64,90,vector,src0,8,13,34,128,13,0,1.0
logsoftmax_x64,90,sfu,dst,8,13,17,128,13,0,1.0
logsoftmax_x64,90,sfu,src,8,13,16,128,13,0,1.0
logsoftmax_x64,91,load,mem_addr,28,13,119,32,13,0,1.0
logsoftmax_x64,91,load,gpr_addr,8,13,199,128,13,0,1.0
logsoftmax_x64,91,vector,dst,8,13,181,124,13,0,1.0
logsoftmax_x64,91,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,91,vector,src0,8,13,195,128,13,0,1.0
logsoftmax_x64,92,vector,dst,8,13,183,124,13,0,1.0
logsoftmax_x64,92,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,92,vector,src0,8,13,197,128,13,0,1.0
logsoftmax_x64,92,scalar,dst,8,13,158,124,13,0,1.0
logsoftmax_x64,92,scalar,src1,8,13,154,124,13,0,1.0
logsoftmax_x64,92,scalar,src0,8,13,153,124,13,0,1.0
logsoftmax_x64,93,vector,dst,8,13,182,124,13,0,1.0
logsoftmax_x64,93,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,93,vector,src0,8,13,196,128,13,0,1.0
logsoftmax_x64,94,vector,dst,8,13,46,128,13,0,1.0
logsoftmax_x64,94,vector,src1,8,13,37,124,13,0,1.0
logsoftmax_x64,94,vector,src0,8,13,35,128,13,0,1.0
logsoftmax_x64,94,scalar,dst,8,13,159,124,13,0,1.0
logsoftmax_x64,94,scalar,src1,8,13,156,124,13,0,1.0
logsoftmax_x64,94,scalar,src0,8,13,155,124,13,0,1.0
logsoftmax_x64,95,vector,dst,8,13,184,124,13,0,1.0
logsoftmax_x64,95,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,95,vector,src0,8,13,198,128,13,0,1.0
logsoftmax_x64,95,scalar,dst,8,13,186,124,13,0,1.0
logsoftmax_x64,95,scalar,src1,8,13,179,124,13,0,1.0
logsoftmax_x64,95,scalar,src0,8,13,178,124,13,0,1.0
logsoftmax_x64,96,vector,dst,8,13,7,124,13,0,1.0
logsoftmax_x64,96,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,96,vector,src0,8,13,9,128,13,0,1.0
logsoftmax_x64,96,sfu,dst,8,13,247,124,13,0,1.0
logsoftmax_x64,96,sfu,src,8,13,246,124,13,0,1.0
logsoftmax_x64,97,vector,dst,8,13,185,124,13,0,1.0
logsoftmax_x64,97,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,97,vector,src0,8,13,199,128,13,0,1.0
logsoftmax_x64,97,sfu,dst,8,13,19,128,13,0,1.0
logsoftmax_x64,97,sfu,src,8,13,18,128,13,0,1.0
logsoftmax_x64,98,vector,dst,8,13,48,128,13,0,1.0
logsoftmax_x64,98,vector,src1,8,13,37,124,13,0,1.0
logsoftmax_x64,98,vector,src0,8,13,36,128,13,0,1.0
logsoftmax_x64,99,scalar,dst,8,13,160,124,13,0,1.0
logsoftmax_x64,99,scalar,src1,8,13,158,124,13,0,1.0
logsoftmax_x64,99,scalar,src0,8,13,157,124,13,0,1.0
logsoftmax_x64,100,scalar,dst,8,13,187,124,13,0,1.0
logsoftmax_x64,100,scalar,src1,8,13,181,124,13,0,1.0
logsoftmax_x64,100,scalar,src0,8,13,180,124,13,0,1.0
logsoftmax_x64,101,scalar,dst,8,13,188,124,13,0,1.0
logsoftmax_x64,101,scalar,src1,8,13,183,124,13,0,1.0
logsoftmax_x64,101,scalar,src0,8,13,182,124,13,0,1.0
logsoftmax_x64,102,vector,dst,8,13,9,124,13,0,1.0
logsoftmax_x64,102,vector,src1,8,13,0,0,13,0,1.0
logsoftmax_x64,102,vector,src0,8,13,13,128,13,0,1.0
logsoftmax_x64,103,vector,dst,8,13,50,128,13,0,1.0
logsoftmax_x64,103,vector,src1,8,13,37,124,13,0,1.0
logsoftmax_x64,103,vector,src0,8,13,37,128,13,0,1.0
logsoftmax_x64,103,sfu,dst,8,13,21,128,13,0,1.0
logsoftmax_x64,103,sfu,src,8,13,20,128,13,0,1.0
logsoftmax_x64,104,scalar,dst,8,13,189,124,13,0,1.0
logsoftmax_x64,104,scalar,src1,8,13,185,124,13,0,1.0
logsoftmax_x64,104,scalar,src0,8,13,184,124,13,0,1.0
logsoftmax_x64,106,scalar,dst,8,13,161,124,13,0,1.0
