cycle,load,store,vector,scalar,sfu,reserved,eop,word_hex
100,0x00000064323,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,00000190c8c00000000000000000000000000000000000
101,0x0000006532b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,00000194cac00000000000000000000000000000000000
102,0x00000066333,0x0000001309f,0x000000000,0x00000000,0x00000000,0,0,00000198ccc000001309f0000000000000000000000000
103,0x0000006733b,0x00000000000,0x000000000,0x00000000,0x46665044,0,0,0000019ccec00000000000000000000000000466650440
104,0x00000068343,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001a0d0c00000000000000000000000000000000000
105,0x0000006934b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001a4d2c00000000000000000000000000000000000
106,0x0000006a353,0x000000140a7,0x000000000,0x00000000,0x00000000,0,0,000001a8d4c00000140a70000000000000000000000000
107,0x0000006b35b,0x00000000000,0x000000000,0x00000000,0x46a69044,0,0,000001acd6c0000000000000000000000000046a690440
108,0x0000006c363,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001b0d8c00000000000000000000000000000000000
109,0x0000006d36b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001b4dac00000000000000000000000000000000000
110,0x0000006e373,0x000000150af,0x000000000,0x00000000,0x00000000,0,0,000001b8dcc00000150af0000000000000000000000000
111,0x0000006f37b,0x00000000000,0x000000000,0x00000000,0x46e6d044,0,0,000001bcdec0000000000000000000000000046e6d0440
112,0x00000070383,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001c0e0c00000000000000000000000000000000000
113,0x0000007138b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001c4e2c00000000000000000000000000000000000
114,0x00000072393,0x000000160b7,0x000000000,0x00000000,0x00000000,0,0,000001c8e4c00000160b70000000000000000000000000
115,0x0000007339b,0x00000000000,0x000000000,0x00000000,0x47271044,0,0,000001cce6c00000000000000000000000000472710440
116,0x000000743a3,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001d0e8c00000000000000000000000000000000000
117,0x000000753ab,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001d4eac00000000000000000000000000000000000
118,0x000000763b3,0x000000170bf,0x000000000,0x00000000,0x00000000,0,0,000001d8ecc00000170bf0000000000000000000000000
119,0x000000773bb,0x00000000000,0x000000000,0x00000000,0x47675044,0,0,000001dceec00000000000000000000000000476750440
120,0x000000783c3,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001e0f0c00000000000000000000000000000000000
121,0x000000793cb,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001e4f2c00000000000000000000000000000000000
122,0x0000007a3d3,0x000000180c7,0x000000000,0x00000000,0x00000000,0,0,000001e8f4c00000180c70000000000000000000000000
123,0x0000007b3db,0x00000000000,0x000000000,0x00000000,0x47a79044,0,0,000001ecf6c0000000000000000000000000047a790440
124,0x0000007c3e3,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001f0f8c00000000000000000000000000000000000
125,0x0000007d3eb,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000001f4fac00000000000000000000000000000000000
126,0x0000007e3f3,0x000000190cf,0x000000000,0x00000000,0x00000000,0,0,000001f8fcc00000190cf0000000000000000000000000
127,0x0000007f3fb,0x00000000000,0x000000000,0x00000000,0x47e7d044,0,0,000001fcfec0000000000000000000000000047e7d0440
128,0x00000080003,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000020000c00000000000000000000000000000000000
129,0x0000008100b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000020402c00000000000000000000000000000000000
130,0x00000082013,0x0000001a0d7,0x000000000,0x00000000,0x00000000,0,0,0000020804c000001a0d70000000000000000000000000
131,0x0000008301b,0x00000000000,0x000000000,0x00000000,0x48281044,0,0,0000020c06c00000000000000000000000000482810440
132,0x00000084023,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000021008c00000000000000000000000000000000000
133,0x0000008502b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,000002140ac00000000000000000000000000000000000
134,0x00000086033,0x0000001b0df,0x000000000,0x00000000,0x00000000,0,0,000002180cc000001b0df0000000000000000000000000
135,0x0000008703b,0x00000000000,0x000000000,0x00000000,0x48685044,0,0,0000021c0ec00000000000000000000000000486850440
136,0x00000088043,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000022010c00000000000000000000000000000000000
137,0x0000008904b,0x00000000000,0x000000000,0x00000000,0x00000000,0,0,0000022412c00000000000000000000000000000000000
138,0x0000008a053,0x0000001c0e7,0x000000000,0x00000000,0x00000000,0,0,0000022814c000001c0e70000000000000000000000000
139,0x0000008b05b,0x00000000000,0x000000000,0x00000000,0x48a89044,0,0,0000022c16c0000000000000000000000000048a890440
