t,imm,connect,dst,src1,src0,mask,optype
113,0,0,00000000,00000000,00000000,0,0000
114,0,0,00000000,00000000,00000000,0,0000
115,1,0,00101011,00000110,00101010,0,1111
116,0,0,01001010,01001000,01001001,0,1011
117,0,0,00000000,00000000,00000000,0,0000
118,0,0,00000000,00000000,00000000,0,0000
119,1,0,00111011,00000110,00111010,0,1111
120,0,0,00000000,00000000,00000000,0,0000
121,0,0,00000000,00000000,00000000,0,0000
122,1,0,00101100,00000100,00101011,0,0010
123,1,0,01001011,00000110,01001010,0,1111
124,0,0,00000000,00000000,00000000,0,0000
125,0,0,00000000,00000000,00000000,0,0000
126,0,0,01011001,01010111,01010110,0,1011
127,1,0,00111100,00000100,00111011,0,0010
128,0,0,00000000,00000000,00000000,0,0000
129,1,0,00001110,00000101,00001101,1,0001
130,1,0,01001100,00000100,01001011,0,0010
131,0,0,01101001,01100111,01100110,0,1011
132,1,0,00011110,00000101,00011101,1,0001
133,0,0,01011010,01011000,01011001,0,1011
134,0,0,00000000,00000000,00000000,0,0000
135,0,0,10100011,10100001,10100000,0,0010
136,0,0,00000000,00000000,00000000,0,0000
137,0,0,00000000,00000000,00000000,0,0000
138,0,0,01101010,01101000,01101001,0,1011
139,0,0,00000000,00000000,00000000,0,0000
140,1,0,01011011,00000110,01011010,0,1111
141,0,0,10110011,10110001,10110000,0,0010
142,0,0,01111001,01110111,01110110,0,1011
143,0,0,10100100,10100010,10100011,0,0010
144,0,0,00000000,00000000,00000000,0,0000
145,1,0,01101011,00000110,01101010,0,1111
146,0,0,11000011,11000001,11000000,0,0010
147,1,0,01011100,00000100,01011011,0,0010
148,1,0,00101110,00000101,00101101,1,0001
149,0,0,01111010,01111000,01111001,0,1011
150,1,0,10100101,00000110,10100100,0,0001
151,0,0,10110100,10110010,10110011,0,0010
152,1,0,01101100,00000100,01101011,0,0010
153,1,0,00111110,00000101,00111101,1,0001
154,0,0,11000100,11000010,11000011,0,0010
155,0,0,00000000,00000000,00000000,0,0000
156,1,0,01001110,00000101,01001101,1,0001
157,1,0,01111011,00000110,01111010,0,1111
158,1,0,10110101,00000110,10110100,0,0001
159,0,0,00000000,00000000,00000000,0,0000
160,0,0,00000000,00000000,00000000,0,0000
161,1,0,11000101,00000110,11000100,0,0001
162,0,0,10001001,10000111,10000110,0,1011
163,0,0,00000000,00000000,00000000,0,0000
164,1,0,01111100,00000100,01111011,0,0010
165,0,0,10011001,10010111,10010110,0,1011
166,0,0,00000000,00000000,00000000,0,0000
167,0,0,00000000,00000000,00000000,0,0000
168,0,0,00000000,00000000,00000000,0,0000
169,0,0,10001010,10001000,10001001,0,1011
170,0,0,00000000,00000000,00000000,0,0000
171,0,0,00000000,00000000,00000000,0,0000
172,0,0,10011010,10011000,10011001,0,1011
173,1,0,01011110,00000101,01011101,1,0001
174,0,0,00000000,00000000,00000000,0,0000
175,0,0,00000000,00000000,00000000,0,0000
176,1,0,10001011,00000110,10001010,0,1111
177,0,0,00000000,00000000,00000000,0,0000
178,1,0,01101110,00000101,01101101,1,0001
179,1,0,10011011,00000110,10011010,0,1111
180,0,0,00000000,00000000,00000000,0,0000
181,0,0,00000000,00000000,00000000,0,0000
182,0,0,00000000,00000000,00000000,0,0000
183,1,0,10001100,00000100,10001011,0,0010
184,0,0,00000000,00000000,00000000,0,0000
185,0,0,00000000,00000000,00000000,0,0000
186,1,0,10011100,00000100,10011011,0,0010
187,0,0,00000000,00000000,00000000,0,0000
188,0,0,00000000,00000000,00000000,0,0000
189,0,0,00000000,00000000,00000000,0,0000
190,1,0,01111110,00000101,01111101,1,0001
191,0,0,00000000,00000000,00000000,0,0000
192,0,0,00000000,00000000,00000000,0,0000
193,0,0,00000000,00000000,00000000,0,0000
194,0,0,00000000,00000000,00000000,0,0000
195,0,0,00000000,00000000,00000000,0,0000
196,0,0,00000000,00000000,00000000,0,0000
197,0,0,00000000,00000000,00000000,0,0000
198,0,0,00000000,00000000,00000000,0,0000
199,0,0,00000000,00000000,00000000,0,0000
200,0,0,00000000,00000000,00000000,0,0000
201,0,0,00000000,00000000,00000000,0,0000
202,0,0,00000000,00000000,00000000,0,0000
203,0,0,00000000,00000000,00000000,0,0000
204,0,0,00000000,00000000,00000000,0,0000
205,0,0,00000000,00000000,00000000,0,0000
206,0,0,00000000,00000000,00000000,0,0000
207,0,0,00000000,00000000,00000000,0,0000
208,0,0,00000000,00000000,00000000,0,0000
209,1,0,10001110,00000101,10001101,1,0001
210,0,0,00000000,00000000,00000000,0,0000
211,0,0,00000000,00000000,00000000,0,0000
212,1,0,10011110,00000101,10011101,1,0001
213,0,0,00000000,00000000,00000000,0,0000
214,0,0,00000000,00000000,00000000,0,0000
215,0,0,00000000,00000000,00000000,0,0000
216,0,0,00000000,00000000,00000000,0,0000
217,0,0,00000000,00000000,00000000,0,0000
218,0,0,00000000,00000000,00000000,0,0000
219,0,0,00000000,00000000,00000000,0,0000
220,0,0,00000000,00000000,00000000,0,0000
221,0,0,00000000,00000000,00000000,0,0000
222,0,0,00000000,00000000,00000000,0,0000
223,0,0,00000000,00000000,00000000,0,0000
224,0,0,11010011,11010001,11010000,0,0010
225,0,0,00000000,00000000,00000000,0,0000
226,0,0,00000000,00000000,00000000,0,0000
227,0,0,00000000,00000000,00000000,0,0000
228,0,0,00000000,00000000,00000000,0,0000
229,0,0,00000000,00000000,00000000,0,0000
230,0,0,00000000,00000000,00000000,0,0000
231,0,0,11010100,11010010,11010011,0,0010
232,0,0,00000000,00000000,00000000,0,0000
233,0,0,00000000,00000000,00000000,0,0000
234,0,0,00000000,00000000,00000000,0,0000
235,0,0,00000000,00000000,00000000,0,0000
236,0,0,00000000,00000000,00000000,0,0000
237,0,0,00000000,00000000,00000000,0,0000
238,1,0,11010101,00000110,11010100,0,0001
239,0,0,00000000,00000000,00000000,0,0000
240,0,0,00000000,00000000,00000000,0,0000
241,0,0,00000000,00000000,00000000,0,0000
242,0,0,00000000,00000000,00000000,0,0000
243,0,0,00000000,00000000,00000000,0,0000
244,0,0,00000000,00000000,00000000,0,0000
245,0,0,00000000,00000000,00000000,0,0000
246,0,0,00000000,00000000,00000000,0,0000
247,0,0,00000000,00000000,00000000,0,0000
248,0,0,00000000,00000000,00000000,0,0000
249,0,0,00000000,00000000,00000000,0,0000
250,0,0,00000000,00000000,00000000,0,0000
251,0,0,11100011,11100001,11100000,0,0010
252,0,0,00000000,00000000,00000000,0,0000
253,0,0,00000000,00000000,00000000,0,0000
254,0,0,00000000,00000000,00000000,0,0000
255,0,0,00000000,00000000,00000000,0,0000
256,0,0,00000000,00000000,00000000,0,0000
257,0,0,00000000,00000000,00000000,0,0000
258,0,0,00000000,00000000,00000000,0,0000
259,0,0,00000000,00000000,00000000,0,0000
260,0,0,00000000,00000000,00000000,0,0000
261,0,0,00000000,00000000,00000000,0,0000
262,0,0,00000000,00000000,00000000,0,0000
263,0,0,00000000,00000000,00000000,0,0000
264,0,0,00000000,00000000,00000000,0,0000
265,0,0,00000000,00000000,00000000,0,0000
266,0,0,00000000,00000000,00000000,0,0000
267,0,0,00000000,00000000,00000000,0,0000
268,0,0,00000000,00000000,00000000,0,0000
269,0,0,00000000,00000000,00000000,0,0000
270,0,0,00000000,00000000,00000000,0,0000
271,0,0,00000000,00000000,00000000,0,0000
272,0,0,11100100,11100010,11100011,0,0010
273,0,0,00000000,00000000,00000000,0,0000
274,0,0,00000000,00000000,00000000,0,0000
275,0,0,00000000,00000000,00000000,0,0000
276,0,0,00000000,00000000,00000000,0,0000
277,0,0,00000000,00000000,00000000,0,0000
278,0,0,00000000,00000000,00000000,0,0000
279,1,0,11100101,00000110,11100100,0,0001
280,0,0,00000000,00000000,00000000,0,0000
281,0,0,00000000,00000000,00000000,0,0000
282,0,0,00000000,00000000,00000000,0,0000
283,0,0,00000000,00000000,00000000,0,0000
284,0,0,11110011,11110001,11110000,0,0010
285,0,0,00000000,00000000,00000000,0,0000
286,0,0,10101001,10100111,10100110,0,1011
287,0,0,00000000,00000000,00000000,0,0000
288,0,0,00000000,00000000,00000000,0,0000
289,0,0,00000000,00000000,00000000,0,0000
290,0,0,00000000,00000000,00000000,0,0000
291,0,0,00000000,00000000,00000000,0,0000
292,0,0,11110100,11110010,11110011,0,0010
293,0,0,10101010,10101000,10101001,0,1011
294,0,0,00000011,00000001,00000000,0,0010
295,0,0,00000000,00000000,00000000,0,0000
296,0,0,10111001,10110111,10110110,0,1011
297,0,0,00010011,00010001,00010000,0,0010
298,0,0,00000000,00000000,00000000,0,0000
299,1,0,11110101,00000110,11110100,0,0001
300,1,0,10101011,00000110,10101010,0,1111
301,0,0,00000100,00000010,00000011,0,0010
302,0,0,00000000,00000000,00000000,0,0000
303,0,0,00000000,00000000,00000000,0,0000
304,0,0,00010100,00010010,00010011,0,0010
305,0,0,10111010,10111000,10111001,0,1011
306,0,0,00000000,00000000,00000000,0,0000
307,1,0,10101100,00000100,10101011,0,0010
308,1,0,00000101,00000110,00000100,0,0001
309,0,0,00000000,00000000,00000000,0,0000
310,0,0,00100011,00100001,00100000,0,0010
311,1,0,00010101,00000110,00010100,0,0001
312,1,0,10111011,00000110,10111010,0,1111
313,0,0,00110011,00110001,00110000,0,0010
314,0,0,00000000,00000000,00000000,0,0000
315,0,0,11001001,11000111,11000110,0,1011
316,0,0,00000000,00000000,00000000,0,0000
317,0,0,00100100,00100010,00100011,0,0010
318,0,0,00000000,00000000,00000000,0,0000
319,1,0,10111100,00000100,10111011,0,0010
320,0,0,00110100,00110010,00110011,0,0010
321,0,0,01000011,01000001,01000000,0,0010
322,0,0,11001010,11001000,11001001,0,1011
323,0,0,00000000,00000000,00000000,0,0000
324,1,0,00100101,00000110,00100100,0,0001
325,0,0,01010011,01010001,01010000,0,0010
326,0,0,00000000,00000000,00000000,0,0000
327,1,0,00110101,00000110,00110100,0,0001
328,0,0,01000100,01000010,01000011,0,0010
329,1,0,11001011,00000110,11001010,0,1111
330,0,0,00000000,00000000,00000000,0,0000
331,0,0,00000000,00000000,00000000,0,0000
332,0,0,01010100,01010010,01010011,0,0010
333,1,0,10101110,00000101,10101101,1,0001
334,0,0,11011001,11010111,11010110,0,1011
335,1,0,01000101,00000110,01000100,0,0001
336,1,0,11001100,00000100,11001011,0,0010
337,0,0,00000000,00000000,00000000,0,0000
338,0,0,00000000,00000000,00000000,0,0000
339,1,0,01010101,00000110,01010100,0,0001
340,0,0,00000000,00000000,00000000,0,0000
341,0,0,00000000,00000000,00000000,0,0000
342,0,0,00000000,00000000,00000000,0,0000
343,0,0,11101001,11100111,11100110,0,1011
344,0,0,11011010,11011000,11011001,0,1011
345,1,0,10111110,00000101,10111101,1,0001
346,0,0,00000000,00000000,00000000,0,0000
347,0,0,11111001,11110111,11110110,0,1011
348,0,0,00000000,00000000,00000000,0,0000
349,0,0,00000000,00000000,00000000,0,0000
350,0,0,11101010,11101000,11101001,0,1011
351,1,0,11011011,00000110,11011010,0,1111
352,0,0,00000000,00000000,00000000,0,0000
353,0,0,00000000,00000000,00000000,0,0000
354,0,0,11111010,11111000,11111001,0,1011
355,0,0,00000000,00000000,00000000,0,0000
356,0,0,00000000,00000000,00000000,0,0000
357,0,0,00000000,00000000,00000000,0,0000
358,1,0,11101011,00000110,11101010,0,1111
359,0,0,00000000,00000000,00000000,0,0000
360,0,0,00000000,00000000,00000000,0,0000
361,0,0,00000000,00000000,00000000,0,0000
362,1,0,11001110,00000101,11001101,1,0001
363,1,0,11011100,00000100,11011011,0,0010
364,0,0,00001001,00000111,00000110,0,1011
365,1,0,11101100,00000100,11101011,0,0010
366,1,0,11111011,00000110,11111010,0,1111
367,0,0,00000000,00000000,00000000,0,0000
368,0,0,00011001,00010111,00010110,0,1011
369,0,0,00000000,00000000,00000000,0,0000
370,0,0,00000000,00000000,00000000,0,0000
371,0,0,00001010,00001000,00001001,0,1011
372,0,0,00000000,00000000,00000000,0,0000
373,1,0,11111100,00000100,11111011,0,0010
374,0,0,00000000,00000000,00000000,0,0000
375,0,0,00011010,00011000,00011001,0,1011
376,0,0,00000000,00000000,00000000,0,0000
377,0,0,00000000,00000000,00000000,0,0000
378,1,0,00001011,00000110,00001010,0,1111
379,0,0,00000000,00000000,00000000,0,0000
380,0,0,00000000,00000000,00000000,0,0000
381,0,0,00101001,00100111,00100110,0,1011
382,1,0,00011011,00000110,00011010,0,1111
383,0,0,00000000,00000000,00000000,0,0000
384,0,0,01100011,01100001,01100000,0,0010
385,1,0,00001100,00000100,00001011,0,0010
386,0,0,00000000,00000000,00000000,0,0000
387,0,0,00000000,00000000,00000000,0,0000
388,0,0,00101010,00101000,00101001,0,1011
389,1,0,11011110,00000101,11011101,1,0001
390,1,0,00011100,00000100,00011011,0,0010
391,1,0,11101110,00000101,11101101,1,0001
392,0,0,00000000,00000000,00000000,0,0000
393,0,0,00000000,00000000,00000000,0,0000
394,0,0,01100100,01100010,01100011,0,0010
395,1,0,00101011,00000110,00101010,0,1111
396,0,0,00000000,00000000,00000000,0,0000
397,0,0,00000000,00000000,00000000,0,0000
398,0,0,00000000,00000000,00000000,0,0000
399,1,0,11111110,00000101,11111101,1,0001
400,0,0,00000000,00000000,00000000,0,0000
401,1,0,01100101,00000110,01100100,0,0001
402,1,0,00101100,00000100,00101011,0,0010
403,0,0,00000000,00000000,00000000,0,0000
404,0,0,00000000,00000000,00000000,0,0000
405,0,0,00000000,00000000,00000000,0,0000
406,0,0,00000000,00000000,00000000,0,0000
407,0,0,00111001,00110111,00110110,0,1011
408,0,0,00000000,00000000,00000000,0,0000
409,0,0,00000000,00000000,00000000,0,0000
410,0,0,00000000,00000000,00000000,0,0000
411,1,0,00001110,00000101,00001101,1,0001
412,0,0,00000000,00000000,00000000,0,0000
413,0,0,00000000,00000000,00000000,0,0000
414,0,0,00000000,00000000,00000000,0,0000
415,0,0,00000000,00000000,00000000,0,0000
416,1,0,00011110,00000101,00011101,1,0001
417,0,0,00111010,00111000,00111001,0,1011
418,0,0,00000000,00000000,00000000,0,0000
419,0,0,00000000,00000000,00000000,0,0000
420,0,0,00000000,00000000,00000000,0,0000
421,0,0,01110011,01110001,01110000,0,0010
422,0,0,01001001,01000111,01000110,0,1011
423,0,0,00000000,00000000,00000000,0,0000
424,1,0,00111011,00000110,00111010,0,1111
425,0,0,00000000,00000000,00000000,0,0000
426,0,0,00000000,00000000,00000000,0,0000
427,0,0,00000000,00000000,00000000,0,0000
428,1,0,00101110,00000101,00101101,1,0001
429,0,0,01110100,01110010,01110011,0,0010
430,0,0,00000000,00000000,00000000,0,0000
431,1,0,00111100,00000100,00111011,0,0010
432,0,0,00000000,00000000,00000000,0,0000
433,0,0,01001010,01001000,01001001,0,1011
434,0,0,00000000,00000000,00000000,0,0000
435,0,0,00000000,00000000,00000000,0,0000
436,1,0,01110101,00000110,01110100,0,0001
437,0,0,00000000,00000000,00000000,0,0000
438,0,0,00000000,00000000,00000000,0,0000
439,0,0,00000000,00000000,00000000,0,0000
440,1,0,01001011,00000110,01001010,0,1111
441,0,0,00000000,00000000,00000000,0,0000
442,0,0,00000000,00000000,00000000,0,0000
443,0,0,00000000,00000000,00000000,0,0000
444,0,0,00000000,00000000,00000000,0,0000
445,0,0,00000000,00000000,00000000,0,0000
446,0,0,00000000,00000000,00000000,0,0000
447,1,0,01001100,00000100,01001011,0,0010
448,0,0,00000000,00000000,00000000,0,0000
449,0,0,00000000,00000000,00000000,0,0000
450,0,0,00000000,00000000,00000000,0,0000
451,0,0,00000000,00000000,00000000,0,0000
452,0,0,00000000,00000000,00000000,0,0000
453,0,0,00000000,00000000,00000000,0,0000
454,0,0,00000000,00000000,00000000,0,0000
455,0,0,00000000,00000000,00000000,0,0000
456,0,0,00000000,00000000,00000000,0,0000
457,1,0,00111110,00000101,00111101,1,0001
458,0,0,00000000,00000000,00000000,0,0000
459,0,0,00000000,00000000,00000000,0,0000
460,0,0,00000000,00000000,00000000,0,0000
461,0,0,00000000,00000000,00000000,0,0000
462,0,0,00000000,00000000,00000000,0,0000
463,0,0,00000000,00000000,00000000,0,0000
464,0,0,00000000,00000000,00000000,0,0000
465,0,0,00000000,00000000,00000000,0,0000
466,0,0,00000000,00000000,00000000,0,0000
467,0,0,10000011,10000001,10000000,0,0010
468,0,0,00000000,00000000,00000000,0,0000
469,0,0,00000000,00000000,00000000,0,0000
470,0,0,00000000,00000000,00000000,0,0000
471,0,0,00000000,00000000,00000000,0,0000
472,0,0,00000000,00000000,00000000,0,0000
473,0,0,00000000,00000000,00000000,0,0000
474,1,0,01001110,00000101,01001101,1,0001
475,0,0,00000000,00000000,00000000,0,0000
476,0,0,00000000,00000000,00000000,0,0000
477,0,0,00000000,00000000,00000000,0,0000
478,0,0,00000000,00000000,00000000,0,0000
479,0,0,00000000,00000000,00000000,0,0000
480,0,0,10000100,10000010,10000011,0,0010
481,0,0,00000000,00000000,00000000,0,0000
482,0,0,00000000,00000000,00000000,0,0000
483,0,0,00000000,00000000,00000000,0,0000
484,0,0,00000000,00000000,00000000,0,0000
485,0,0,00000000,00000000,00000000,0,0000
486,0,0,00000000,00000000,00000000,0,0000
487,1,0,10000101,00000110,10000100,0,0001
488,0,0,00000000,00000000,00000000,0,0000
489,0,0,10010011,10010001,10010000,0,0010
490,0,0,00000000,00000000,00000000,0,0000
491,0,0,00000000,00000000,00000000,0,0000
492,0,0,00000000,00000000,00000000,0,0000
493,0,0,01011001,01010111,01010110,0,1011
494,0,0,00000000,00000000,00000000,0,0000
495,0,0,00000000,00000000,00000000,0,0000
496,0,0,00000000,00000000,00000000,0,0000
497,0,0,00000000,00000000,00000000,0,0000
498,0,0,00000000,00000000,00000000,0,0000
499,0,0,10010100,10010010,10010011,0,0010
500,0,0,10100011,10100001,10100000,0,0010
501,0,0,00000000,00000000,00000000,0,0000
502,0,0,00000000,00000000,00000000,0,0000
503,0,0,00000000,00000000,00000000,0,0000
504,0,0,00000000,00000000,00000000,0,0000
505,0,0,01011010,01011000,01011001,0,1011
506,1,0,10010101,00000110,10010100,0,0001
507,0,0,00000000,00000000,00000000,0,0000
508,0,0,10100100,10100010,10100011,0,0010
509,0,0,00000000,00000000,00000000,0,0000
510,0,0,10110011,10110001,10110000,0,0010
511,0,0,00000000,00000000,00000000,0,0000
512,1,0,01011011,00000110,01011010,0,1111
513,0,0,00000000,00000000,00000000,0,0000
514,0,0,00000000,00000000,00000000,0,0000
515,1,0,10100101,00000110,10100100,0,0001
516,0,0,00000000,00000000,00000000,0,0000
517,0,0,00000000,00000000,00000000,0,0000
518,0,0,10110100,10110010,10110011,0,0010
519,0,0,00000000,00000000,00000000,0,0000
520,1,0,01011100,00000100,01011011,0,0010
521,0,0,00000000,00000000,00000000,0,0000
522,0,0,00000000,00000000,00000000,0,0000
523,0,0,00000000,00000000,00000000,0,0000
524,0,0,00000000,00000000,00000000,0,0000
525,0,0,01101001,01100111,01100110,0,1011
526,0,0,00000000,00000000,00000000,0,0000
527,0,0,00000000,00000000,00000000,0,0000
528,0,0,00000000,00000000,00000000,0,0000
529,1,0,10110101,00000110,10110100,0,0001
530,0,0,00000000,00000000,00000000,0,0000
531,0,0,00000000,00000000,00000000,0,0000
532,0,0,01101010,01101000,01101001,0,1011
533,0,0,11000011,11000001,11000000,0,0010
534,0,0,00000000,00000000,00000000,0,0000
535,0,0,00000000,00000000,00000000,0,0000
536,0,0,00000000,00000000,00000000,0,0000
537,0,0,00000000,00000000,00000000,0,0000
538,0,0,00000000,00000000,00000000,0,0000
539,1,0,01101011,00000110,01101010,0,1111
540,0,0,00000000,00000000,00000000,0,0000
541,0,0,00000000,00000000,00000000,0,0000
542,0,0,00000000,00000000,00000000,0,0000
543,0,0,11000100,11000010,11000011,0,0010
544,0,0,00000000,00000000,00000000,0,0000
545,0,0,01111001,01110111,01110110,0,1011
546,1,0,01011110,00000101,01011101,1,0001
547,1,0,01101100,00000100,01101011,0,0010
548,0,0,00000000,00000000,00000000,0,0000
549,0,0,00000000,00000000,00000000,0,0000
550,1,0,11000101,00000110,11000100,0,0001
551,0,0,10001001,10000111,10000110,0,1011
552,0,0,01111010,01111000,01111001,0,1011
553,0,0,00000000,00000000,00000000,0,0000
554,0,0,00000000,00000000,00000000,0,0000
555,0,0,11010011,11010001,11010000,0,0010
556,0,0,00000000,00000000,00000000,0,0000
557,0,0,00000000,00000000,00000000,0,0000
558,0,0,00000000,00000000,00000000,0,0000
559,1,0,01111011,00000110,01111010,0,1111
560,0,0,11100011,11100001,11100000,0,0010
561,0,0,00000000,00000000,00000000,0,0000
562,0,0,10001010,10001000,10001001,0,1011
563,0,0,11010100,11010010,11010011,0,0010
564,0,0,00000000,00000000,00000000,0,0000
565,0,0,10011001,10010111,10010110,0,1011
566,1,0,01111100,00000100,01111011,0,0010
567,0,0,11100100,11100010,11100011,0,0010
568,0,0,11110011,11110001,11110000,0,0010
569,1,0,10001011,00000110,10001010,0,1111
570,1,0,11010101,00000110,11010100,0,0001
571,0,0,00000000,00000000,00000000,0,0000
572,0,0,10011010,10011000,10011001,0,1011
573,1,0,01101110,00000101,01101101,1,0001
574,1,0,11100101,00000110,11100100,0,0001
575,0,0,11110100,11110010,11110011,0,0010
576,0,0,00000011,00000001,00000000,0,0010
577,1,0,10001100,00000100,10001011,0,0010
578,0,0,00000000,00000000,00000000,0,0000
579,1,0,10011011,00000110,10011010,0,1111
580,0,0,00000000,00000000,00000000,0,0000
581,0,0,00000000,00000000,00000000,0,0000
582,1,0,11110101,00000110,11110100,0,0001
583,0,0,00000100,00000010,00000011,0,0010
584,0,0,00000000,00000000,00000000,0,0000
585,0,0,00010011,00010001,00010000,0,0010
586,0,0,00000000,00000000,00000000,0,0000
587,1,0,10011100,00000100,10011011,0,0010
588,0,0,10101001,10100111,10100110,0,1011
589,0,0,00000000,00000000,00000000,0,0000
590,0,0,10111001,10110111,10110110,0,1011
591,1,0,00000101,00000110,00000100,0,0001
592,1,0,01111110,00000101,01111101,1,0001
593,0,0,00010100,00010010,00010011,0,0010
594,0,0,00000000,00000000,00000000,0,0000
595,0,0,10101010,10101000,10101001,0,1011
596,0,0,00000000,00000000,00000000,0,0000
597,0,0,00000000,00000000,00000000,0,0000
598,0,0,00000000,00000000,00000000,0,0000
599,0,0,00000000,00000000,00000000,0,0000
600,0,0,00000000,00000000,00000000,0,0000
601,1,0,00010101,00000110,00010100,0,0001
602,0,0,00000000,00000000,00000000,0,0000
603,1,0,10001110,00000101,10001101,1,0001
604,1,0,10101011,00000110,10101010,0,1111
605,0,0,00000000,00000000,00000000,0,0000
