t,half,imm,connect,dst,src1,src0,mask,optype
0,00,0,00,00000000,00000000,00000000,0,0000
1,00,0,00,00000000,00000000,00000000,0,0000
2,00,0,00,00000000,00000000,00000000,0,0000
3,00,0,01,00000000,00000000,00000000,0,1100
4,00,0,01,00000001,00000000,00000001,0,1100
5,00,0,01,00000010,00000000,00000010,0,1100
6,00,0,01,00000011,00000000,00000011,0,1100
7,00,0,01,00010000,00000000,00001100,0,1100
8,00,0,01,00010001,00000000,00001101,0,1100
9,00,0,01,00010010,00000000,00001110,0,1100
10,00,0,01,00010011,00000000,00001111,0,1100
11,00,0,01,00100000,00000000,00011000,0,1100
12,00,0,01,00100001,00000000,00011001,0,1100
13,00,0,01,00100010,00000000,00011010,0,1100
14,00,0,01,00100011,00000000,00011011,0,1100
15,00,0,01,00110000,00000000,00100100,0,1100
16,00,0,01,00110001,00000000,00100101,0,1100
17,00,0,01,00110010,00000000,00100110,0,1100
18,00,0,01,00110011,00000000,00100111,0,1100
19,00,0,01,01000000,00000000,00110000,0,1100
20,00,0,01,01000001,00000000,00110001,0,1100
21,00,0,01,01000010,00000000,00110010,0,1100
22,00,0,01,01000011,00000000,00110011,0,1100
23,00,0,01,01010000,00000000,00111100,0,1100
24,00,0,01,01010001,00000000,00111101,0,1100
25,00,0,01,01010010,00000000,00111110,0,1100
26,00,0,01,01010011,00000000,00111111,0,1100
27,00,0,01,01100000,00000000,01001000,0,1100
28,00,0,01,01100001,00000000,01001001,0,1100
29,00,0,01,01100010,00000000,01001010,0,1100
30,00,0,01,01100011,00000000,01001011,0,1100
31,00,0,01,01110000,00000000,01010100,0,1100
32,00,0,01,01110001,00000000,01010101,0,1100
33,00,0,01,01110010,00000000,01010110,0,1100
34,00,0,01,01110011,00000000,01010111,0,1100
35,00,0,01,10000000,00000000,01100000,0,1100
36,00,0,01,10000001,00000000,01100001,0,1100
37,00,0,01,10000010,00000000,01100010,0,1100
38,00,0,01,10000011,00000000,01100011,0,1100
39,00,0,01,10010000,00000000,01101100,0,1100
40,00,0,01,10010001,00000000,01101101,0,1100
41,00,0,01,10010010,00000000,01101110,0,1100
42,00,0,00,00000000,00000000,00000000,0,0000
43,00,0,01,10010011,00000000,01101111,0,1100
44,00,0,00,00000000,00000000,00000000,0,0000
45,00,0,01,10100000,00000000,01111000,0,1100
46,00,0,01,10100001,00000000,01111001,0,1100
47,00,0,01,10100010,00000000,01111010,0,1100
48,00,0,01,10100011,00000000,01111011,0,1100
49,00,0,01,10110000,00000000,10000100,0,1100
50,00,0,00,00000000,00000000,00000000,0,0000
51,00,0,00,00000000,00000000,00000000,0,0000
52,00,0,01,10110001,00000000,10000101,0,1100
53,00,0,01,10110010,00000000,10000110,0,1100
54,00,0,01,10110011,00000000,10000111,0,1100
55,00,0,01,11000000,00000000,10010000,0,1100
56,00,0,00,00000000,00000000,00000000,0,0000
57,00,0,01,11000001,00000000,10010001,0,1100
58,00,0,00,00000000,00000000,00000000,0,0000
59,00,0,01,11000010,00000000,10010010,0,1100
60,00,0,01,11000011,00000000,10010011,0,1100
61,00,0,01,11010000,00000000,10011100,0,1100
62,00,0,00,00000000,00000000,00000000,0,0000
63,00,0,01,11010001,00000000,10011101,0,1100
64,00,0,00,00000000,00000000,00000000,0,0000
65,00,0,01,11010010,00000000,10011110,0,1100
66,00,0,01,11010011,00000000,10011111,0,1100
67,00,0,01,11100000,00000000,10101000,0,1100
68,00,0,00,00000000,00000000,00000000,0,0000
69,00,0,01,11100001,00000000,10101001,0,1100
70,00,0,00,00000000,00000000,00000000,0,0000
71,00,0,01,11100010,00000000,10101010,0,1100
72,00,0,01,11100011,00000000,10101011,0,1100
73,00,0,01,11110000,00000000,10110100,0,1100
74,00,0,00,00000000,00000000,00000000,0,0000
75,00,0,01,11110001,00000000,10110101,0,1100
76,00,0,00,00000000,00000000,00000000,0,0000
77,00,0,01,11110010,00000000,10110110,0,1100
78,00,0,01,11110011,00000000,10110111,0,1100
79,00,0,00,00000000,00000000,00000000,0,0000
80,00,0,00,00000000,00000000,00000000,0,0000
81,00,0,00,00000000,00000000,00000000,0,0000
82,00,0,00,00000000,00000000,00000000,0,0000
