t,mem_fmt,mem_addr,gpr_fmt,gpr_addr,optype
0,00,00000000000000000000,00,00000000,11
1,00,00000000000000000001,00,00000010,11
2,00,00000000000000000010,00,00000100,11
3,00,00000000000000000011,00,00000110,11
4,00,00000000000000000100,00,00001000,11
5,00,00000000000000000101,00,00001010,11
6,00,00000000000000000110,00,00001100,11
7,00,00000000000000000111,00,00001110,11
8,00,00000000000000001000,00,00010000,11
9,00,00000000000000001001,00,00010010,11
10,00,00000000000000001010,00,00010100,11
11,00,00000000000000001011,00,00010110,11
12,00,00000000000000001100,00,00011000,11
13,00,00000000000000001101,00,00011010,11
14,00,00000000000000001110,00,00011100,11
15,00,00000000000000001111,00,00011110,11
16,00,00000000000000010000,00,00100000,11
17,00,00000000000000010001,00,00100010,11
18,00,00000000000000010010,00,00100100,11
19,00,00000000000000010011,00,00100110,11
20,00,00000000000000010100,00,00101000,11
21,00,00000000000000010101,00,00101010,11
22,00,00000000000000010110,00,00101100,11
23,00,00000000000000010111,00,00101110,11
24,00,00000000000000011000,00,00110000,11
25,00,00000000000000011001,00,00110010,11
26,00,00000000000000011010,00,00110100,11
27,00,00000000000000011011,00,00110110,11
28,00,00000000000000011100,00,00111000,11
29,00,00000000000000011101,00,00111010,11
30,00,00000000000000011110,00,00111100,11
31,00,00000000000000011111,00,00111110,11
32,00,00000000000000100000,00,01000000,11
33,00,00000000000000100001,00,01000010,11
34,00,00000000000000100010,00,01000100,11
35,00,00000000000000100011,00,01000110,11
36,00,00000000000000100100,00,01001000,11
37,00,00000000000000100101,00,01001010,11
38,00,00000000000000100110,00,01001100,11
39,00,00000000000000100111,00,01001110,11
40,00,00000000000000101000,00,01010000,11
41,00,00000000000000101001,00,01010010,11
42,00,00000000000000101010,00,01010100,11
43,00,00000000000000101011,00,01010110,11
44,00,00000000000000101100,00,01011000,11
45,00,00000000000000101101,00,01011010,11
46,00,00000000000000101110,00,01011100,11
47,00,00000000000000101111,00,01011110,11
48,00,00000000000000110000,00,01100000,11
49,00,00000000000000110001,00,01100010,11
50,00,00000000000000110010,00,01100100,11
51,00,00000000000000110011,00,01100110,11
52,00,00000000000000110100,00,01101000,11
53,00,00000000000000110101,00,01101010,11
54,00,00000000000000110110,00,01101100,11
55,00,00000000000000110111,00,01101110,11
56,00,00000000000000111000,00,01110000,11
57,00,00000000000000111001,00,01110010,11
58,00,00000000000000111010,00,01110100,11
59,00,00000000000000111011,00,01110110,11
60,00,00000000000000111100,00,01111000,11
61,00,00000000000000111101,00,01111010,11
62,00,00000000000000111110,00,01111100,11
63,00,00000000000000111111,00,01111110,11
64,00,00000000000001000000,00,10000000,11
65,00,00000000000001000001,00,10000010,11
66,00,00000000000001000010,00,10000100,11
67,00,00000000000001000011,00,10000110,11
68,00,00000000000001000100,00,10001000,11
69,00,00000000000001000101,00,10001010,11
70,00,00000000000001000110,00,10001100,11
71,00,00000000000001000111,00,10001110,11
72,00,00000000000001001000,00,10010000,11
73,00,00000000000001001001,00,10010010,11
74,00,00000000000001001010,00,10010100,11
75,00,00000000000001001011,00,10010110,11
76,00,00000000000001001100,00,10011000,11
77,00,00000000000001001101,00,10011010,11
78,00,00000000000001001110,00,10011100,11
79,00,00000000000001001111,00,10011110,11
80,00,00000000000001010000,00,10100000,11
81,00,00000000000001010001,00,10100010,11
82,00,00000000000001010010,00,10100100,11
83,00,00000000000001010011,00,10100110,11
84,00,00000000000001010100,00,10101000,11
85,00,00000000000001010101,00,10101010,11
86,00,00000000000001010110,00,10101100,11
87,00,00000000000001010111,00,10101110,11
88,00,00000000000001011000,00,10110000,11
89,00,00000000000001011001,00,10110010,11
90,00,00000000000001011010,00,10110100,11
91,00,00000000000001011011,00,10110110,11
92,00,00000000000001011100,00,10111000,11
93,00,00000000000001011101,00,10111010,11
94,00,00000000000001011110,00,10111100,11
95,00,00000000000001011111,00,10111110,11
96,00,00000000000001100000,00,11000000,11
97,00,00000000000001100001,00,11000010,11
98,00,00000000000001100010,00,11000100,11
99,00,00000000000001100011,00,11000110,11
100,00,00000000000001100100,00,11001000,11
101,00,00000000000001100101,00,11001010,11
102,00,00000000000001100110,00,11001100,11
103,00,00000000000001100111,00,11001110,11
104,00,00000000000001101000,00,11010000,11
105,00,00000000000001101001,00,11010010,11
106,00,00000000000001101010,00,11010100,11
107,00,00000000000001101011,00,11010110,11
108,00,00000000000001101100,00,11011000,11
109,00,00000000000001101101,00,11011010,11
110,00,00000000000001101110,00,11011100,11
