t,half,imm,connect,dst,src1,src0,mask,optype
0,00,0,00,00000000,00000000,00000000,0,0000
1,00,0,00,00000000,00000000,00000000,0,0000
2,00,0,00,00000000,00000000,00000000,0,0000
3,00,0,00,00000000,00000000,00000000,0,0000
4,00,0,00,00000000,00000000,00000000,0,0000
5,00,0,00,00000000,00000000,00000000,0,0000
6,00,0,00,00000000,00000000,00000000,0,0000
7,00,0,00,00000000,00000000,00000000,0,0000
8,00,0,00,00000000,00000000,00000000,0,0000
9,00,0,00,00000000,00000000,00000000,0,0000
10,00,0,00,00000000,00000000,00000000,0,0000
11,00,0,00,00000000,00000000,00000000,0,0000
12,00,0,00,00000000,00000000,00000000,0,0000
13,00,0,00,00000000,00000000,00000000,0,0000
14,00,0,00,00000000,00000000,00000000,0,0000
15,00,0,00,00000000,00000000,00000000,0,0000
16,00,0,00,00000000,00000000,00000000,0,0000
17,00,0,00,00000000,00000000,00000000,0,0000
18,00,0,00,00000000,00000000,00000000,0,0000
19,00,0,00,00000000,00000000,00000000,0,0000
20,00,0,00,00000000,00000000,00000000,0,0000
21,00,0,00,00000000,00000000,00000000,0,0000
22,00,0,00,00000000,00000000,00000000,0,0000
23,00,0,00,00000000,00000000,00000000,0,0000
24,00,0,00,00000000,00000000,00000000,0,0000
25,00,0,00,00000000,00000000,00000000,0,0000
26,00,0,00,00000000,00000000,00000000,0,0000
27,00,0,00,00000000,00000000,00000000,0,0000
28,00,0,00,00000000,00000000,00000000,0,0000
29,00,0,00,00000000,00000000,00000000,0,0000
30,00,0,00,00000000,00000000,00000000,0,0000
31,00,0,00,00000000,00000000,00000000,0,0000
32,00,0,00,00000000,00000000,00000000,0,0000
33,00,0,00,00000000,00000000,00000000,0,0000
34,00,0,00,00000000,00000000,00000000,0,0000
35,01,1,10,00000010,00000111,00000001,0,0010
36,00,0,00,00000000,00000000,00000000,0,0000
37,00,0,00,00000000,00000000,00000000,0,0000
38,00,0,00,00000000,00000000,00000000,0,0000
39,00,0,00,00000000,00000000,00000000,0,0000
40,00,0,00,00000000,00000000,00000000,0,0000
41,00,0,00,00000000,00000000,00000000,0,0000
42,00,0,00,00000000,00000000,00000000,0,0000
43,01,1,10,00000110,00000111,00000101,0,0010
44,00,0,00,00000000,00000000,00000000,0,0000
45,00,0,00,00000000,00000000,00000000,0,0000
46,00,0,00,00000000,00000000,00000000,0,0000
47,00,0,00,00000000,00000000,00000000,0,0000
48,00,0,00,00000000,00000000,00000000,0,0000
49,00,0,00,00000000,00000000,00000000,0,0000
50,00,0,00,00000000,00000000,00000000,0,0000
51,01,1,10,00001010,00000111,00001001,0,0010
52,00,0,00,00000000,00000000,00000000,0,0000
53,00,0,00,00000000,00000000,00000000,0,0000
54,00,0,00,00000000,00000000,00000000,0,0000
55,00,0,00,00000000,00000000,00000000,0,0000
56,00,0,00,00000000,00000000,00000000,0,0000
57,00,0,00,00000000,00000000,00000000,0,0000
58,00,0,00,00000000,00000000,00000000,0,0000
59,01,1,10,00001110,00000111,00001101,0,0010
60,00,0,00,00000000,00000000,00000000,0,0000
61,00,0,00,00000000,00000000,00000000,0,0000
62,00,0,00,00000000,00000000,00000000,0,0000
63,00,0,00,00000000,00000000,00000000,0,0000
64,00,0,00,00000000,00000000,00000000,0,0000
65,00,0,00,00000000,00000000,00000000,0,0000
66,00,0,00,00000000,00000000,00000000,0,0000
67,01,1,10,00010010,00000111,00010001,0,0010
68,00,0,00,00000000,00000000,00000000,0,0000
69,00,0,00,00000000,00000000,00000000,0,0000
70,00,0,00,00000000,00000000,00000000,0,0000
71,00,0,00,00000000,00000000,00000000,0,0000
72,00,0,00,00000000,00000000,00000000,0,0000
73,00,0,00,00000000,00000000,00000000,0,0000
74,00,0,00,00000000,00000000,00000000,0,0000
75,01,1,10,00010110,00000111,00010101,0,0010
76,00,0,00,00000000,00000000,00000000,0,0000
77,00,0,00,00000000,00000000,00000000,0,0000
78,00,0,00,00000000,00000000,00000000,0,0000
79,00,0,00,00000000,00000000,00000000,0,0000
80,00,0,00,00000000,00000000,00000000,0,0000
81,00,0,00,00000000,00000000,00000000,0,0000
82,00,0,00,00000000,00000000,00000000,0,0000
